runIndex,capsuleCdScale,drogueCdScale,mainCdScale,mass_kg,densityScaleFactor,drogueDeployAltitudeOffset_m,mainDeployAltitudeOffset_m,touchdownVelocity_mps,totalDescentTime_s,peakDeceleration_g
242,0.997412383763787,1.0212505875502,1.0529619601806,6467.48386272604,1.00015396458781,-40.5347888910748,-141.4504031351,8.740422287164,359.005648198014,3.23222470911871
243,0.973506884458306,0.913634461877099,0.905162381389897,6463.51662891548,1.02778690669535,19.8118143580068,186.328864461288,9.29371255159535,366.761406805301,3.06738694932322
244,0.986499575666026,0.962363226617052,1.00122837256805,6493.95116886329,0.976339881055705,56.3305258760825,-113.58472699616,9.08982234804443,347.669225223244,3.16619132840628
245,1.02391759097957,1.03004021847963,0.93040497062573,6456.13496271107,1.01684569516411,-16.0798304922719,-176.73448179781,9.21005356643703,345.524623133152,3.17632848725276
246,1.09897326343395,0.911556112199273,1.03900704577171,6548.36789252634,0.984350806252956,-143.100252525122,-151.446024231028,8.92204607978979,348.029424871162,2.94720972955789
247,0.960655029513519,0.920209162202129,1.03843226833883,6456.22917981301,1.00056532768899,198.678741541191,125.588107802408,8.7924120589896,376.513921192042,3.13872653316088
248,1.0230438876462,0.961250724157322,1.02477916725833,6502.70414639117,0.995565003033422,-147.71584930392,154.641686096187,8.9032104469935,375.696439423489,3.04988788130855
249,0.989956929764265,0.938924502364153,0.973551870175458,6491.41297525289,1.01965227373401,93.4457522245608,107.721957456536,9.01767965133763,369.706672597033,3.09226414827476
250,0.902206252885729,0.983230799635952,0.996268830327065,6451.91922768231,0.985588792524702,104.115929248854,-145.1561177084,9.04202777838793,346.8330735956,3.42484994434834
251,1.00706202629052,0.943040374403447,0.902424154928779,6474.12014575995,1.0285524252946,120.614844753196,183.830657728413,9.3109850725142,368.530476354156,3.05689227177014
252,0.997570808785272,0.921947239735501,1.00959189779474,6495.437733456,1.02066142496438,-160.766967686302,-4.70354519128873,8.85423291063669,363.262044638462,3.01700367565505
253,0.930009732938797,0.964935185378012,1.04747141547756,6497.60181293688,0.992553297108746,-42.2094885719859,-16.2212926376053,8.8186451891024,362.813918898356,3.30041559450353
254,1.05700330876741,1.07841693778805,1.09106693730079,6528.69033862553,0.988924413744881,75.2538824346169,-24.9587503778432,8.67528932831666,373.788591730159,3.21693030784129
255,0.95093412440921,1.06817431588518,0.907685269792465,6540.17619921354,0.997688647877484,54.8805907233122,63.7415688823131,9.47619958915793,355.91615875082,3.45890049565214
256,1.07902354814131,1.02733393643344,1.02278671695201,6456.66520405607,1.00110448131671,-139.932399673183,94.9735074885942,8.85434043490178,376.837869014124,3.03885165348196
257,1.00244438416253,1.03604555584167,0.908334580120477,6458.47920160458,1.01297940328376,-171.166265600531,-171.497308893897,9.34072030314441,341.214117462801,3.2273543216987
258,0.902421695046977,1.0913002796599,1.0475016718918,6485.32514085021,0.987792134877259,-60.1187081016602,109.861412472473,8.83200544499572,377.269641537036,3.63261023783063
259,1.03227412221408,0.937039113573494,0.934821867066817,6459.83956497134,1.00961816318208,105.749064888694,-93.9814286699984,9.22366176428464,348.156753389479,2.99368456405384
260,0.904188992206183,0.916434333495285,1.09357200696901,6479.54447774774,1.01615338887029,49.8654275417055,-47.2241441388416,8.51934270188321,368.80457970853,3.26040562490179
261,0.941137452439111,0.924277283631881,1.02300259360777,6527.46337806378,1.00863425521247,12.1208532996633,-183.219510627345,8.87165914883421,346.658694921964,3.18409963571228
262,1.09369775551888,1.05974283833091,0.958564407340193,6547.99703293588,1.00611289537818,32.9690632828986,99.2292717718128,9.18572327822423,369.398249367816,3.08683384902769
263,1.06235395761803,1.0312957214663,0.92561914927324,6483.82675059945,1.02568501841956,-110.153755262459,-51.1331904649947,9.21251959850704,355.95936017397,3.07548524922124
264,0.986415376588839,0.98788099793889,1.02258791649891,6544.30758377447,0.98444156270995,-151.399449479633,-121.011804056025,8.99240705300996,349.60557117416,3.1996350627748
265,1.07738498004185,1.02916216253104,0.957181357847832,6531.59469389686,1.02168219978181,138.605735476111,167.570613455822,9.11095039864355,377.223586545965,3.06955745923202
266,0.950448204034672,1.05100838574926,0.992107899454828,6534.19985528901,1.0137094406297,110.57897859989,62.4647350724286,8.98994302119525,370.130369172554,3.42273794114406
267,0.935485753893941,1.00900538377939,1.0969339479049,6543.73880664971,0.972590424147821,-134.074073708225,-147.308490618175,8.73712835500377,353.820757307538,3.38141532004022
268,1.04519598199706,1.06355706597139,0.942702273262134,6500.58526929518,1.02044218168067,93.1206179065002,16.8948821967393,9.16482217955438,364.438350059856,3.19963559726994
269,1.01806953809175,1.00167210938326,0.959509690263764,6506.5021992859,1.01133311812301,149.329166344323,54.5165415916992,9.1302926381936,365.032386801035,3.16004598272995
270,1.05222430740863,0.932014326990915,0.992311494883958,6450.93316198271,0.984800731871297,90.5846860452019,196.723980539745,9.0593039588284,374.881449249455,2.94973987229101
271,0.919835619917443,0.980298863172258,1.06001419373983,6470.40356346289,1.00330509695814,93.2285184118699,46.3941801040716,8.70136701894949,373.866620356698,3.36273786547582
